customer_id,title,first_name,last_name,dob,gender,nationality,email,phone,employment_status,annual_income_gbp,source_channel,consent_obtained,pep_flag,created_at,updated_at,data_masked,address_type,address_line1,address_line2,city,county,postcode,country,raw_address,std_address,std_provider,std_status,classification,geo_lat,geo_lon,is_primary,id_type,id_value_masked,issuing_country,expiry_date,document_present,name_on_document,dob_on_document,address_on_document,upload_channel
CUST-0108,,Sophia,Roberts,11/29/02,Prefer-Not-To-Say,United States,sophia.roberts108@gmail.com,4.47373E+11,Other,171616.79,MOBILE,TRUE,FALSE,2025-11-14T18:56:47Z,2025-11-28T21:12:47Z,TRUE,Current,193 New Road,,Birmingham,West Midlands,CR7 2GS,United Kingdom,193 New Road  Birmingham West Midlands CR7 2GS,"193 New Road, Birmingham, West Midlands, CR7 2GS, United Kingdom",,STANDARDIZED,Residential,55.288388,-4.688039,TRUE,UK_DL,UKDL-Y4QJ71AS,United Kingdom,,TRUE,Sophia Roberts,11/29/02,,MOBILE
CUST-0109,,Poppy,Clark,9/17/66,Male,United Kingdom,poppy.clark109@gmail.com,4.47441E+11,Salaried,118342.35,MOBILE,TRUE,FALSE,2026-01-01T10:10:47Z,2025-12-12T22:32:47Z,TRUE,Current,87 Park Road,Apartment 45,Leeds,West Yorkshire,EC8 0VA,United Kingdom,87 Park Road Apartment 45 Leeds West Yorkshire EC8 0VA,"87 Park Road, Leeds, West Yorkshire, EC8 0VA, United Kingdom",ISO,STANDARDIZED,Organization,50.727351,-2.378405,TRUE,FOREIGN_PASSPORT,DE-P-HFIYLHLQS,Germany,9/15/73,TRUE,Poppy Clark,,"87 Park Road, Leeds, EC8 0VA",MOBILE
CUST-0110,,Poppy,Roberts,8/10/62,Male,India,poppy.roberts110@gmail.com,4.47272E+11,Other,81258.38,API,TRUE,FALSE,2025-11-22T08:27:47Z,2025-11-19T15:31:47Z,TRUE,Current,139 Main Street,Apartment 28,Manchester,Greater Manchester,E1 7WI,United Kingdom,139 Main Street Apartment 28 Manchester Greater Manchester E1 7WI,"139 Main Street, Manchester, Greater Manchester, E1 7WI, United Kingdom",ISO,STANDARDIZED,Residential,51.754174,-2.378826,TRUE,UK_PASSPORT,UKP-ZA6541ZE8,United Kingdom,8/8/68,TRUE,Poppy Roberts,,"139 Main Street, Manchester, E1 7WI",API
CUST-0111,Mrs,Isla,King,9/15/02,Prefer-Not-To-Say,United Kingdom,isla.king111@gmail.com,4.47433E+11,Salaried,24000.91,BRANCH,TRUE,FALSE,2025-12-13T05:31:47Z,2026-01-09T03:09:47Z,TRUE,Current,,,Manchester,Greater Manchester,CR2 0GA,United Kingdom,  Manchester Greater Manchester CR2 0GA,", Manchester, Greater Manchester, CR2 0GA, United Kingdom",ISO,STANDARDIZED,Residential,50.440948,-1.716136,TRUE,UK_DL,UKDL-CZHN738J,United Kingdom,,TRUE,Isla KingX,9/15/02,", Manchester, CR2 0GA",BRANCH
CUST-0112,Ms,Ava,King,2/11/47,Prefer-Not-To-Say,India,ava.king112@gmail.com,4.47929E+11,Self-Employed,130799.92,WEB,TRUE,FALSE,2025-12-20T04:56:47Z,2025-11-26T09:44:47Z,TRUE,Business,52 Station Road,,Leeds,West Yorkshire,EC1 9RE,United Kingdom,52 Station Road  Leeds West Yorkshire EC1 9RE,"52 Station Road, Leeds, West Yorkshire, EC1 9RE, United Kingdom",,STANDARDIZED,Residential,50.319106,-4.285866,TRUE,UK_DL,UKDL-CIGYKB5F,United Kingdom,,TRUE,Ava King,2/11/47,"52 Station Road, Leeds, EC1 9RE",WEB
CUST-0113,Dr,Arthur,Johnson,12/14/93,Prefer-Not-To-Say,United Kingdom,arthur.johnson113@gmail.com,4.47928E+11,Retired,46564.46,MOBILE,TRUE,FALSE,2026-01-04T13:38:47Z,2025-12-31T02:35:47Z,TRUE,Current,50 Church Street,Flat 4,Sheffield,South Yorkshire,E5 8QH,United Kingdom,50 Church Street Flat 4 Sheffield South Yorkshire E5 8QH,"50 Church Street, Sheffield, South Yorkshire, E5 8QH, United Kingdom",Custom,STANDARDIZED,Residential,50.371483,-4.711246,TRUE,UK_DL,UKDL-XSN1QV3C,United Kingdom,,TRUE,Arthur Johnson,12/14/93,,MOBILE
CUST-0114,,Liam,Thomas,6/9/47,Unspecified,Ireland,liam.thomas114@gmail.com,4.47153E+11,Salaried,63457.87,MOBILE,TRUE,FALSE,2025-12-30T17:55:47Z,2025-11-17T14:10:47Z,TRUE,Current,150 New Road,,Manchester,Greater Manchester,W3 9OF,United Kingdom,150 New Road  Manchester Greater Manchester W3 9OF,"150 New Road, Manchester, Greater Manchester, W3 9OF, United Kingdom",RoyalMail,STANDARDIZED,Residential,54.424148,1.328891,TRUE,UK_PASSPORT,UKP-30KVOSKK9,United Kingdom,6/8/51,TRUE,Liam Thomas,6/9/47,,MOBILE
CUST-0115,Dr,Henry,Davies,9/13/53,Prefer-Not-To-Say,Australia,henry.davies115@gmail.com,4.47906E+11,Other,67383.53,MOBILE,TRUE,FALSE,2026-01-01T18:50:47Z,2025-11-14T08:24:47Z,TRUE,Current,123 Queens Road,Flat 26,Sheffield,South Yorkshire,SE7 3CR,United Kingdom,123 Queens Road Flat 26 Sheffield South Yorkshire SE7 3CR,"123 Queens Road, Sheffield, South Yorkshire, SE7 3CR, United Kingdom",RoyalMail,STANDARDIZED,Residential,51.526045,-2.99116,TRUE,UK_PASSPORT,UKP-B33IZLX3A,United Kingdom,9/13/55,TRUE,Henry Davies,9/13/53,,MOBILE
CUST-0116,Mr,Amelia,Hill,2/18/60,Non-Binary,Canada,amelia.hill116@gmail.com,4.47502E+11,Student,22448.33,MOBILE,TRUE,FALSE,2025-11-03T08:49:47Z,2025-11-19T13:47:47Z,TRUE,Current,166 Main Street,Flat 18,Edinburgh,City of Edinburgh,NW3 2KH,United Kingdom,166 Main Street Flat 18 Edinburgh City of Edinburgh NW3 2KH,"166 Main Street, Edinburgh, City of Edinburgh, NW3 2KH, United Kingdom",RoyalMail,STANDARDIZED,Residential,55.26594,0.59792,TRUE,UK_DL,UKDL-EXW2567H,United Kingdom,,TRUE,Amelia Hill,2/18/60,,MOBILE
CUST-0117,Mrs,Isla,Walker,9/4/62,Non-Binary,France,isla.walker117@gmail.com,4.47241E+11,Retired,111750.15,MOBILE,TRUE,FALSE,2025-12-12T15:27:47Z,2025-12-18T22:08:47Z,TRUE,Permanent,134 Church Street,,Birmingham,West Midlands,N8 2PL,United Kingdom,134 Church Street  Birmingham West Midlands N8 2PL,"134 Church Street, Birmingham, West Midlands, N8 2PL, United Kingdom",Custom,STANDARDIZED,Residential,51.323425,-5.345744,TRUE,UK_DL,UKDL-7923TITK,United Kingdom,,TRUE,Isla Walker,9/4/62,"134 Church Street, Birmingham, N8 2PL",MOBILE
CUST-0118,,Mia,Evans,8/1/50,Female,France,mia.evans118@gmail.com,4.47311E+11,Salaried,175164.33,MOBILE,TRUE,FALSE,2025-11-02T03:59:47Z,2025-12-23T07:08:47Z,TRUE,Current,144 Church Street,,Birmingham,West Midlands,EC2 5OR,United Kingdom,144 Church Street  Birmingham West Midlands EC2 5OR,"144 Church Street, Birmingham, West Midlands, EC2 5OR, United Kingdom",RoyalMail,STANDARDIZED,Unknown,50.174476,1.017482,TRUE,UK_PASSPORT,UKP-S4SJ2VH4C,United Kingdom,7/29/60,TRUE,Mia Evans,8/1/50,"144 Church Street, Birmingham, EC2 5OR",MOBILE
CUST-0119,,Poppy,Wilson,11/1/54,Prefer-Not-To-Say,Canada,poppy.wilson119@gmail.com,4.47019E+11,Retired,64758.71,WEB,TRUE,FALSE,2025-10-27T19:09:47Z,2026-01-06T07:45:47Z,TRUE,Current,155 London Road,,Edinburgh,City of Edinburgh,N2 6LM,United Kingdom,155 London Road  Edinburgh City of Edinburgh N2 6LM,"155 London Road, Edinburgh, City of Edinburgh, N2 6LM, United Kingdom",RoyalMail,STANDARDIZED,Residential,56.842665,0.620112,TRUE,UK_PASSPORT,UKP-0IFJNT47V,United Kingdom,10/31/58,TRUE,Poppy Wilson,11/1/54,,WEB
CUST-0120,Mr,Lucas,Wright,1/3/63,Prefer-Not-To-Say,Germany,lucas.wright120@gmail.com,4.47049E+11,Unemployed,10901.71,WEB,TRUE,FALSE,2025-10-15T03:21:47Z,2025-12-20T02:24:47Z,TRUE,Current,68 Main Street,,London,Greater London,M4 6FP,United Kingdom,68 Main Street  London Greater London M4 6FP,"68 Main Street, London, Greater London, M4 6FP, United Kingdom",RoyalMail,STANDARDIZED,PO_Box,55.353028,-2.048648,TRUE,UK_PASSPORT,UKP-4HX6BQKDJ,United Kingdom,1/2/66,TRUE,Lucas Wright,1/3/63,"68 Main Street, London, M4 6FP",WEB
CUST-0121,,Sophia,Green,10/5/91,Male,Australia,sophia.green121@gmail.com,4.47554E+11,Self-Employed,167592.38,WEB,TRUE,FALSE,2025-12-27T00:23:47Z,2026-01-02T08:17:47Z,TRUE,Current,36 High Street,,Birmingham,West Midlands,SE6 5FD,United Kingdom,36 High Street  Birmingham West Midlands SE6 5FD,"36 High Street, Birmingham, West Midlands, SE6 5FD, United Kingdom",ISO,STANDARDIZED,Residential,55.565747,-1.589413,TRUE,UK_DL,UKDL-XI27VLTB,United Kingdom,,TRUE,Sophia Green,10/5/91,"36 High Street, Birmingham, SE6 5FD",WEB
CUST-0122,,Elijah,Johnson,6/10/84,Unspecified,Ireland,elijah.johnson122@gmail.com,4.47311E+11,Self-Employed,99795.3,BRANCH,TRUE,FALSE,2025-12-30T00:40:47Z,2025-11-13T14:46:47Z,TRUE,Current,78 Station Road,Flat 22,London,Greater London,M9 3SG,United Kingdom,78 Station Road Flat 22 London Greater London M9 3SG,"78 Station Road, London, Greater London, M9 3SG, United Kingdom",Custom,STANDARDIZED,Residential,55.921031,1.092915,TRUE,UK_DL,UKDL-A7NMSK8A,United Kingdom,,FALSE,Elijah JohnsonX,6/10/84,"78 Station Road, London, M9 3SG",BRANCH
CUST-0123,Mr,Leo,Thomas,10/16/64,Female,Australia,leo.thomas123@gmail.com,4.47615E+11,Salaried,162950.25,API,TRUE,FALSE,2025-10-14T11:49:47Z,2026-01-05T02:13:47Z,TRUE,Permanent,143 Victoria Road,Flat 24,Edinburgh,City of Edinburgh,EC7 1MJ,United Kingdom,143 Victoria Road Flat 24 Edinburgh City of Edinburgh EC7 1MJ,"143 Victoria Road, Edinburgh, City of Edinburgh, EC7 1MJ, United Kingdom",RoyalMail,STANDARDIZED,Residential,55.887631,-3.918886,TRUE,FOREIGN_PASSPORT,IE-P-A5GZ27FHJ,Ireland,10/15/71,TRUE,Leo Thomas,10/16/64,,API
CUST-0124,Dr,Henry,Adams,6/16/59,Male,Australia,henry.adams124@gmail.com,4.47466E+11,Salaried,125095.06,BRANCH,TRUE,FALSE,2026-01-06T17:17:47Z,2025-11-16T03:55:47Z,TRUE,Permanent,28 New Road,,Birmingham,West Midlands,SE3 2AD,United Kingdom,28 New Road  Birmingham West Midlands SE3 2AD,"28 New Road, Birmingham, West Midlands, SE3 2AD, United Kingdom",Custom,STANDARDIZED,Residential,50.187242,-4.24633,TRUE,UK_PASSPORT,UKP-MS556Q8V8,United Kingdom,6/15/62,TRUE,Henry Adams,6/16/59,"28 New Road, Birmingham, SE3 2AD",BRANCH
CUST-0125,Mx,Oliver,Wright,8/20/39,Male,Ireland,oliver.wright125@gmail.com,4.47198E+11,Other,73283.56,BRANCH,TRUE,FALSE,2025-10-15T05:44:47Z,2025-11-16T21:34:47Z,TRUE,Current,15 Park Road,,Birmingham,West Midlands,E6 9VL,United Kingdom,15 Park Road  Birmingham West Midlands E6 9VL,"15 Park Road, Birmingham, West Midlands, E6 9VL, United Kingdom",,STANDARDIZED,Residential,54.133244,-4.602614,TRUE,UK_DL,UKDL-W0WDPPPT,United Kingdom,,TRUE,Oliver Wright,8/20/39,,BRANCH
CUST-0126,Mx,Henry,Smith,6/24/82,Unspecified,Ireland,henry.smith126@gmail.com,4.4757E+11,Retired,148345.69,MOBILE,TRUE,FALSE,2025-10-19T21:40:47Z,2025-12-09T21:44:47Z,TRUE,Current,128 Green Lane,,Leeds,West Yorkshire,W9 4LN,United Kingdom,128 Green Lane  Leeds West Yorkshire W9 4LN,,RoyalMail,FAILED,Residential,50.527248,0.45234,TRUE,UK_PASSPORT,UKP-GVRE741NW,United Kingdom,6/24/83,TRUE,Henry Smith,6/24/82,,MOBILE
CUST-0127,Mr,Sophia,Adams,2/22/72,Unspecified,Ireland,sophia.adams127@gmail.com,4.47737E+11,Self-Employed,83750.28,BRANCH,TRUE,FALSE,2026-01-07T01:05:47Z,2025-12-31T22:40:47Z,TRUE,Correspondence,94 Church Street,Apartment 10,Sheffield,South Yorkshire,W4 6NK,United Kingdom,94 Church Street Apartment 10 Sheffield South Yorkshire W4 6NK,"94 Church Street, Sheffield, South Yorkshire, W4 6NK, United Kingdom",,STANDARDIZED,Organization,55.921769,-3.631457,TRUE,UK_DL,UKDL-BPT35911,United Kingdom,,TRUE,Sophia Adams,2/22/72,,BRANCH
CUST-0128,Mr,Isla,Clark,1/15/69,Male,Germany,isla.clark128@gmail.com,4.47942E+11,Self-Employed,52685.6,MOBILE,TRUE,FALSE,2025-10-15T23:34:47Z,2025-12-25T03:02:47Z,TRUE,Current,189 London Road,,Manchester,Greater Manchester,SE1 3TD,United Kingdom,189 London Road  Manchester Greater Manchester SE1 3TD,"189 London Road, Manchester, Greater Manchester, SE1 3TD, United Kingdom",ISO,STANDARDIZED,Residential,55.160654,0.140891,TRUE,UK_DL,UKDL-QD58XHU8,United Kingdom,,TRUE,Isla Clark,1/15/69,,MOBILE
CUST-0129,Ms,Evie,Roberts,1/19/91,Prefer-Not-To-Say,France,evie.roberts129@gmail.com,4.47865E+11,Other,84899.73,WEB,TRUE,FALSE,2026-01-08T06:12:47Z,2025-11-30T10:05:47Z,TRUE,Permanent,66 Queens Road,Apartment 6,London,Greater London,DN3 2OU,United Kingdom,66 Queens Road Apartment 6 London Greater London DN3 2OU,"66 Queens Road, London, Greater London, DN3 2OU, United Kingdom",ISO,STANDARDIZED,Residential,55.525222,-3.581744,TRUE,UK_PASSPORT,UKP-GKQ6EW09U,United Kingdom,1/18/93,TRUE,Evie Roberts,1/19/91,,WEB
CUST-0130,Mx,Mia,Baker,8/30/73,Female,Canada,mia.baker130@gmail.com,4.47658E+11,Salaried,82967.66,API,TRUE,FALSE,2025-11-09T03:56:47Z,2025-12-28T01:02:47Z,TRUE,Correspondence,22 Church Street,Apartment 24,Glasgow,Glasgow City,N6 9HA,United Kingdom,22 Church Street Apartment 24 Glasgow Glasgow City N6 9HA,"22 Church Street, Glasgow, Glasgow City, N6 9HA, United Kingdom",RoyalMail,STANDARDIZED,PO_Box,54.386392,0.847913,TRUE,UK_PASSPORT,UKP-JFXKHA713,United Kingdom,8/28/83,TRUE,Mia Baker,8/30/73,"22 Church Street, Glasgow, N6 9HA",API
CUST-0131,Mx,Grace,Young,11/24/48,Male,Australia,grace.young131@gmail.com,4.47262E+11,Student,23276.62,BRANCH,TRUE,FALSE,2025-12-19T23:05:47Z,2025-12-31T14:47:47Z,TRUE,Current,150 Green Lane,,Leeds,West Yorkshire,M0 7EK,United Kingdom,150 Green Lane  Leeds West Yorkshire M0 7EK,"150 Green Lane, Leeds, West Yorkshire, M0 7EK, United Kingdom",RoyalMail,STANDARDIZED,Unknown,52.684468,-2.536963,TRUE,FOREIGN_PASSPORT,FR-P-AQ6YTZXI9,United States,11/23/53,TRUE,Grace Young,11/24/48,,BRANCH
CUST-0132,Mr,Mia,Wright,4/22/07,Male,Australia,mia.wright132@gmail.com,4.47456E+11,Retired,75756.26,WEB,FALSE,FALSE,2025-11-06T22:40:47Z,2025-12-05T09:20:47Z,TRUE,Current,81 Main Street,Apartment 32,Bristol,Bristol,NW7 0GE,United Kingdom,81 Main Street Apartment 32 Bristol Bristol NW7 0GE,"81 Main Street, Bristol, Bristol, NW7 0GE, United Kingdom",RoyalMail,STANDARDIZED,Residential,51.144885,-2.23007,TRUE,UK_DL,UKDL-HJHWFNSL,United Kingdom,,TRUE,Mia Wright,4/22/07,"81 Main Street, Bristol, NW7 0GE",WEB
CUST-0133,,Liam,Smith,11/20/88,Non-Binary,Ireland,liam.smith133@gmail.com,4.47417E+11,Student,19953.67,MOBILE,TRUE,FALSE,2025-12-21T18:43:47Z,2025-11-22T18:14:47Z,TRUE,Current,182 New Road,,Manchester,Greater Manchester,WC4 9VA,United Kingdom,182 New Road  Manchester Greater Manchester WC4 9VA,"182 New Road, Manchester, Greater Manchester, WC4 9VA, United Kingdom",Custom,STANDARDIZED,Residential,53.171714,1.131929,TRUE,UK_PASSPORT,UKP-YFZQLPZFB,United Kingdom,11/18/98,TRUE,Liam Smith,11/20/88,,MOBILE
CUST-0134,,Noah,Hill,9/27/35,Male,Ireland,noah.hill134@gmail.com,4.47378E+11,Student,11705.48,API,TRUE,FALSE,2026-01-05T14:27:47Z,2026-01-04T14:33:47Z,TRUE,Current,95 Queens Road,,Manchester,Greater Manchester,WC6 1BQ,United Kingdom,95 Queens Road  Manchester Greater Manchester WC6 1BQ,"95 Queens Road, Manchester, Greater Manchester, WC6 1BQ, United Kingdom",ISO,STANDARDIZED,Residential,54.803656,-4.414512,TRUE,FOREIGN_PASSPORT,US-P-JITP71SD9,India,9/26/37,TRUE,Noah Hill,9/27/35,"95 Queens Road, Manchester, WC6 1BQ",API
CUST-0135,Mr,Sophia,Walker,3/15/52,Unspecified,France,sophia.walker135@gmail.com,4.47016E+11,Other,96849.04,API,TRUE,FALSE,2025-12-18T07:04:47Z,2025-12-28T15:33:47Z,TRUE,Current,48 Green Lane,Flat 7,Glasgow,Glasgow City,E4 1NR,United Kingdom,48 Green Lane Flat 7 Glasgow Glasgow City E4 1NR,"48 Green Lane, Glasgow, Glasgow City, E4 1NR, United Kingdom",Custom,STANDARDIZED,Residential,54.590607,-2.278859,TRUE,UK_PASSPORT,UKP-ZTFIIAMHB,United Kingdom,3/13/60,TRUE,Sophia Walker,3/15/52,"48 Green Lane, Glasgow, E4 1NR",API
CUST-0136,Mx,Ava,Evans,3/24/64,Male,Ireland,ava.evans136@gmail.com,4.47278E+11,Retired,111377.34,API,TRUE,FALSE,2025-12-17T15:57:47Z,2025-12-19T17:01:47Z,TRUE,Permanent,101 London Road,Flat 2,Glasgow,Glasgow City,M6 6PX,United Kingdom,101 London Road Flat 2 Glasgow Glasgow City M6 6PX,,RoyalMail,FAILED,Residential,50.259121,-2.702237,TRUE,UK_DL,UKDL-04H5W21B,United Kingdom,,TRUE,Ava Evans,3/24/64,,API
CUST-0137,,Oliver,Young,6/7/01,Male,Ireland,oliver.young137@gmail.com,4.47573E+11,Salaried,72713.03,MOBILE,TRUE,FALSE,2025-12-22T08:25:47Z,2025-11-16T14:23:47Z,TRUE,Business,41 Church Street,Flat 20,Birmingham,West Midlands,N7 4HG,United Kingdom,41 Church Street Flat 20 Birmingham West Midlands N7 4HG,"41 Church Street, Birmingham, West Midlands, N7 4HG, United Kingdom",ISO,STANDARDIZED,Residential,51.825656,-0.761505,TRUE,UK_PASSPORT,UKP-H9O5QVWC9,United Kingdom,6/7/03,TRUE,Oliver Young,6/7/01,,MOBILE
CUST-0138,Mr,Ava,Green,1/15/90,Male,Canada,ava.green138@gmail.com,4.47081E+11,Student,9310.91,API,TRUE,FALSE,2025-11-13T14:21:47Z,2025-11-21T08:41:47Z,TRUE,Current,,Apartment 7,Liverpool,Merseyside,WC5 5ED,United Kingdom, Apartment 7 Liverpool Merseyside WC5 5ED,", Liverpool, Merseyside, WC5 5ED, United Kingdom",ISO,STANDARDIZED,Organization,55.383232,-3.782788,TRUE,UK_DL,UKDL-PJ70OI10,United Kingdom,,TRUE,Ava Green,1/15/90,", Liverpool, WC5 5ED",API
CUST-0139,Ms,Sophia,Young,4/5/38,Prefer-Not-To-Say,Ireland,sophia.young139@gmail.com,4.4706E+11,Self-Employed,160717.9,API,TRUE,FALSE,2025-12-02T14:11:47Z,2025-12-20T10:17:47Z,TRUE,Permanent,,,Bristol,Bristol,EC0 4QT,United Kingdom,  Bristol Bristol EC0 4QT,", Bristol, Bristol, EC0 4QT, United Kingdom",,STANDARDIZED,PO_Box,51.435935,-1.689023,TRUE,UK_DL,UKDL-VYI78SNF,United Kingdom,,TRUE,Sophia YoungX,4/5/38,,API
CUST-0140,Mx,Amelia,Lewis,3/31/74,Non-Binary,Canada,amelia.lewis140@gmail.com,4.47485E+11,Retired,33874.03,WEB,TRUE,FALSE,2025-11-04T18:14:47Z,2025-12-04T12:54:47Z,TRUE,Current,87 New Road,Apartment 48,London,Greater London,EC4 4VZ,United Kingdom,87 New Road Apartment 48 London Greater London EC4 4VZ,"87 New Road, London, Greater London, EC4 4VZ, United Kingdom",,STANDARDIZED,Organization,52.64366,-0.337414,TRUE,UK_PASSPORT,UKP-FFD1I4N2E,United Kingdom,3/29/81,TRUE,Amelia Lewis,3/31/74,"87 New Road, London, EC4 4VZ",WEB
CUST-0141,,Mia,Wright,3/27/47,Unspecified,Germany,mia.wright141@gmail.com,4.47729E+11,Retired,25881.47,API,TRUE,FALSE,2025-10-29T21:24:47Z,2025-12-05T16:32:47Z,TRUE,Current,95 Park Road,,Birmingham,West Midlands,M1 5SJ,United Kingdom,95 Park Road  Birmingham West Midlands M1 5SJ,"95 Park Road, Birmingham, West Midlands, M1 5SJ, United Kingdom",,STANDARDIZED,Residential,56.937141,-3.377179,TRUE,UK_PASSPORT,UKP-NL5AH9WEC,United Kingdom,3/25/55,TRUE,Mia Wright,3/27/47,"95 Park Road, Birmingham, M1 5SJ",API
CUST-0142,Mrs,Liam,Brown,11/30/93,Male,India,liam.brown142@gmail.com,4.47997E+11,Salaried,124637.22,MOBILE,TRUE,FALSE,2025-12-18T17:49:47Z,2026-01-09T13:57:47Z,TRUE,Current,166 Victoria Road,Flat 3,Liverpool,Merseyside,E4 8UD,United Kingdom,166 Victoria Road Flat 3 Liverpool Merseyside E4 8UD,,Custom,FAILED,Residential,53.79284,-0.196694,TRUE,FOREIGN_PASSPORT,IN-P-P2F8UZC5B,Ireland,11/30/95,TRUE,Liam Brown,,"166 Victoria Road, Liverpool, E4 8UD",MOBILE
CUST-0143,Dr,Sophia,Johnson,4/23/76,Male,United States,sophia.johnson143@gmail.com,4.47952E+11,Retired,22682.84,WEB,TRUE,FALSE,2025-11-08T01:02:47Z,2025-11-22T03:07:47Z,TRUE,Current,83 Queens Road,Flat 9,Birmingham,West Midlands,SW3 3YT,United Kingdom,83 Queens Road Flat 9 Birmingham West Midlands SW3 3YT,"83 Queens Road, Birmingham, West Midlands, SW3 3YT, United Kingdom",,STANDARDIZED,Residential,52.695341,-4.69443,TRUE,FOREIGN_PASSPORT,US-P-9GP9IT02F,France,4/23/77,TRUE,Sophia Johnson,4/23/76,,WEB
CUST-0144,,Arthur,Hall,7/14/45,Non-Binary,Germany,arthur.hall144@gmail.com,4.47201E+11,Other,171156.17,API,TRUE,FALSE,2026-01-11T07:39:47Z,2025-11-29T02:03:47Z,TRUE,Current,131 London Road,Apartment 3,Leeds,West Yorkshire,NW9 1JC,United Kingdom,131 London Road Apartment 3 Leeds West Yorkshire NW9 1JC,"131 London Road, Leeds, West Yorkshire, NW9 1JC, United Kingdom",ISO,STANDARDIZED,Residential,53.895354,-3.543792,TRUE,FOREIGN_PASSPORT,US-P-PUVN3VBIA,India,7/12/54,TRUE,Arthur Hall,7/14/45,,API
CUST-0145,,James,Taylor,10/18/72,Unspecified,Canada,james.taylor145@gmail.com,4.4757E+11,Self-Employed,19155.93,WEB,TRUE,FALSE,2026-01-03T03:38:47Z,2025-12-25T12:31:47Z,TRUE,Permanent,114 Church Street,Flat 1,Edinburgh,City of Edinburgh,DN5 3CT,United Kingdom,114 Church Street Flat 1 Edinburgh City of Edinburgh DN5 3CT,"114 Church Street, Edinburgh, City of Edinburgh, DN5 3CT, United Kingdom",Custom,STANDARDIZED,Residential,56.860834,1.271076,TRUE,UK_DL,UKDL-R65K9MLE,United Kingdom,,TRUE,James Taylor,10/18/72,"114 Church Street, Edinburgh, DN5 3CT",WEB
CUST-0146,,Olivia,Young,12/17/77,Male,France,olivia.young146@gmail.com,4.47057E+11,Self-Employed,49894.04,MOBILE,FALSE,FALSE,2025-12-11T20:21:47Z,2025-11-19T06:07:47Z,TRUE,Current,195 Park Road,Apartment 47,Edinburgh,City of Edinburgh,SW4 6RO,United Kingdom,195 Park Road Apartment 47 Edinburgh City of Edinburgh SW4 6RO,"195 Park Road, Edinburgh, City of Edinburgh, SW4 6RO, United Kingdom",ISO,STANDARDIZED,Residential,56.160689,0.15371,TRUE,UK_DL,UKDL-GB41BVQP,United Kingdom,,TRUE,Olivia Young,12/17/77,,MOBILE
CUST-0147,,Isla,Johnson,3/20/46,Prefer-Not-To-Say,France,isla.johnson147@gmail.com,4.47065E+11,Unemployed,15480.76,WEB,TRUE,FALSE,2025-12-17T12:25:47Z,2026-01-02T10:13:47Z,TRUE,Permanent,17 Queens Road,Flat 4,Newcastle upon Tyne,Tyne and Wear,NW0 4MM,United Kingdom,17 Queens Road Flat 4 Newcastle upon Tyne Tyne and Wear NW0 4MM,"17 Queens Road, Newcastle upon Tyne, Tyne and Wear, NW0 4MM, United Kingdom",ISO,STANDARDIZED,Residential,54.197031,-0.881932,TRUE,UK_PASSPORT,UKP-B37VMGGAE,United Kingdom,3/20/47,TRUE,Isla Johnson,3/20/46,"17 Queens Road, Newcastle upon Tyne, NW0 4MM",WEB
CUST-0148,Mr,Leo,Lewis,7/18/65,Prefer-Not-To-Say,France,leo.lewis148@gmail.com,4.47498E+11,Unemployed,17310.35,BRANCH,TRUE,FALSE,2025-10-15T00:07:47Z,2025-12-12T10:41:47Z,TRUE,Current,3 Green Lane,Apartment 38,Glasgow,Glasgow City,SW3 8RB,United Kingdom,3 Green Lane Apartment 38 Glasgow Glasgow City SW3 8RB,"3 Green Lane, Glasgow, Glasgow City, SW3 8RB, United Kingdom",Custom,STANDARDIZED,Residential,56.359502,-0.003153,TRUE,UK_PASSPORT,UKP-0VKG3C5OA,United Kingdom,7/18/66,TRUE,Leo Lewis,7/18/65,"3 Green Lane, Glasgow, SW3 8RB",BRANCH
CUST-0149,,Ava,Davies,12/31/76,Non-Binary,United States,ava.davies149@gmail.com,4.47474E+11,Self-Employed,67421.73,API,TRUE,FALSE,2025-12-17T13:48:47Z,2025-12-17T08:16:47Z,TRUE,Permanent,57 Main Street,Apartment 17,Glasgow,Glasgow City,EC8 3FG,United Kingdom,57 Main Street Apartment 17 Glasgow Glasgow City EC8 3FG,"57 Main Street, Glasgow, Glasgow City, EC8 3FG, United Kingdom",Custom,PARTIAL,Residential,50.146956,-0.757833,TRUE,UK_DL,UKDL-XK71EHJI,United Kingdom,,TRUE,Ava Davies,12/31/76,"57 Main Street, Glasgow, EC8 3FG",API
CUST-0150,Ms,Amelia,Roberts,3/31/78,Male,United States,amelia.roberts150@gmail.com,4.4729E+11,Self-Employed,53563.26,API,TRUE,FALSE,2026-01-01T03:23:47Z,2025-11-24T05:06:47Z,TRUE,Current,100 Park Road,,Birmingham,West Midlands,SE8 7FK,United Kingdom,100 Park Road  Birmingham West Midlands SE8 7FK,"100 Park Road, Birmingham, West Midlands, SE8 7FK, United Kingdom",,STANDARDIZED,Residential,56.690263,-2.183693,TRUE,UK_DL,UKDL-PZNT1YKX,United Kingdom,,TRUE,Amelia Roberts,3/31/78,"100 Park Road, Birmingham, SE8 7FK",API
